task,penetration
"Disassemble defective equipment so that repairs can be made, using hand tools.",0.0
"Disassemble defective parts or components, such as inaccurate or worn gauges or measuring instruments.",0.0
"Disassemble defective units, and repair or replace parts such as locks, gears, cables, and electric wiring.",0.0
"Disassemble engines and inspect parts, such as turbine blades or cylinders, for corrosion, wear, warping, cracks, and leaks, using precision measuring instruments, x-rays, and magnetic inspection equipment.",0.0
"Disassemble entertainment equipment and repair or replace loose, worn, or defective components and wiring, using hand tools and soldering irons.",0.0
"Disassemble equipment to gain access to defect, using hand tools.",0.0
"Disassemble equipment to repair it or to replace parts, such as nozzles, punches, and filters.",0.0
Disassemble instruments and parts for repair and adjustment.,0.0
"Disassemble items to prepare them for finishing, using hand tools.",0.0
Disassemble machinery or equipment to remove parts and make repairs.,0.0
"Disassemble machines to examine parts, such as wires, gears, or bearings for wear or defects, using hand or power tools and measuring devices.",0.0
"Disassemble machines to maintain, repair, or replace broken or worn parts, using hand or power tools.",0.0
"Disassemble malfunctioning equipment and remove, repair, or replace defective parts, such as motors, clutches, or transformers.",0.0
"Disassemble mechanical or electrical locking devices, and repair or replace worn tumblers, springs, and other parts, using hand tools.",0.0
"Disassemble molds, and cut, chip, and smooth clay structures such as floaters, drawbars, and L-blocks.",0.0
"Disassemble sizing mills removed from rolling lines, and sort and store parts.",0.0
"Disassemble subassembly units and examine condition, movement, or alignment of parts, visually or using gauges.",0.0
"Disassemble timepieces and inspect them for defective, worn, misaligned, or rusty parts, using loupes.",0.0
"Disassemble timepieces such as watches, clocks, and chronometers so that repairs can be made.",0.0
"Disassemble units and inspect parts for wear, using micrometers, calipers, and gauges.",0.0
"Disassemble units such as water pumps, control valves, and compressors so that repairs can be made.",0.0
Disassemble units to replace parts or to crate them for shipping.,0.0
"Disassemble, clean, and reassemble sprayers or power equipment, using solvents, wire brushes, and cloths.",0.0
Disburse funds from client accounts to creditors.,0.0
"Discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing.",0.0
"Discard or reject products, materials, or equipment not meeting specifications.",0.0
Discharge patient from physical therapy when goals or projected outcomes have been attained and provide for appropriate follow-up care or referrals.,0.0
Discharge patients from post-anesthesia care.,0.0
"Discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books.",0.0
Discipline staff for violation of department rules and regulations.,0.0
Disclose merchant information and terms and policies of transactions in online or offline materials.,0.0
"Disconnect and remove appliances, light fixtures, and worn floor and wall covering from floors, walls, and cabinets.",0.0
"Disconnect or remove defective or unauthorized meters, using hand tools.",0.0
"Disconnect voltage regulators, bolts, and screws, and connect replacement regulators to high-voltage lines.",0.0
Discuss and negotiate prearranged funerals with clients.,0.0
"Discuss and plan systems with solution architects, system engineers, or cybersecurity experts to meet customer requirements.",0.0
Discuss assigned duties with classroom teachers to coordinate instructional efforts.,0.0
"Discuss changes in design, method of manufacture and assembly, or drafting techniques and procedures with staff and coordinate corrections.",0.0
"Discuss construction project proposals with interested parties, such as vendors, contractors, or nuclear facility review boards.",0.0
"Discuss data needs with engineers, product managers, or data scientists to identify blockchain requirements.",0.0
Discuss data presentation requirements with clients.,0.0
"Discuss design specifications with designers, and convert their original models of garments into patterns of separate parts that can be laid out on a length of fabric.",0.0
